from,abertura,maxima,minima,fechamento,volume
2025-08-19 01:45:00+00:00,4301.685,4304.885,4290.305,4294.345,1592.2713
2025-08-19 01:50:00+00:00,4294.345,4298.515,4286.655,4297.575,1477.3452
2025-08-19 01:55:00+00:00,4297.225,4304.875,4291.735,4295.705,1434.5414
2025-08-19 02:00:00+00:00,4295.705,4297.495,4285.405,4286.955,2629.9989
2025-08-19 02:05:00+00:00,4286.955,4289.125,4281.685,4288.845,1435.0331
2025-08-19 02:10:00+00:00,4288.845,4298.145,4285.785,4294.265,1760.1028
2025-08-19 02:15:00+00:00,4294.085,4299.995,4282.095,4286.355,2522.8606
2025-08-19 02:20:00+00:00,4285.115,4293.255,4283.005,4289.655,1003.2945
2025-08-19 02:25:00+00:00,4289.655,4299.295,4289.655,4292.995,1007.0713
2025-08-19 02:30:00+00:00,4292.995,4298.035,4285.695,4285.695,658.5016
2025-08-19 02:35:00+00:00,4285.695,4297.295,4283.005,4296.165,700.3387
2025-08-19 02:40:00+00:00,4296.165,4299.005,4287.935,4288.455,1918.0614
2025-08-19 02:45:00+00:00,4288.455,4295.365,4286.885,4295.365,650.3873
2025-08-19 02:50:00+00:00,4295.365,4299.995,4293.215,4294.705,1142.6734
2025-08-19 02:55:00+00:00,4294.705,4294.705,4283.355,4285.915,880.6176
2025-08-19 03:00:00+00:00,4285.915,4291.815,4280.495,4281.045,1738.8412
2025-08-19 03:05:00+00:00,4281.045,4281.045,4258.405,4271.675,5927.948
2025-08-19 03:10:00+00:00,4269.475,4276.465,4268.105,4272.505,1510.3303
2025-08-19 03:15:00+00:00,4272.505,4279.585,4268.885,4279.585,1110.6161
2025-08-19 03:20:00+00:00,4279.995,4279.995,4252.855,4262.735,3401.6626
2025-08-19 03:25:00+00:00,4262.735,4264.465,4253.085,4255.855,1466.8466
2025-08-19 03:30:00+00:00,4255.855,4259.055,4247.025,4252.795,2646.0814
2025-08-19 03:35:00+00:00,4252.795,4256.355,4227.21,4233.885,8234.4084
2025-08-19 03:40:00+00:00,4228.025,4235.975,4213.715,4226.635,8617.7958
2025-08-19 03:45:00+00:00,4226.635,4227.825,4215.405,4222.005,5239.8446
2025-08-19 03:50:00+00:00,4222.005,4230.855,4216.915,4219.335,3663.5984
2025-08-19 03:55:00+00:00,4219.515,4224.785,4216.775,4219.075,1488.3305
2025-08-19 04:00:00+00:00,4218.655,4222.595,4209.545,4209.745,4554.1089
2025-08-19 04:05:00+00:00,4209.745,4217.985,4193.775,4204.195,10388.3091
2025-08-19 04:10:00+00:00,4204.185,4218.975,4195.145,4212.535,5784.5709
2025-08-19 04:15:00+00:00,4212.345,4222.575,4204.755,4222.575,3557.2606
2025-08-19 04:20:00+00:00,4222.335,4223.065,4201.015,4204.515,2116.5575
2025-08-19 04:25:00+00:00,4204.515,4208.065,4197.995,4205.035,2297.645
2025-08-19 04:30:00+00:00,4205.035,4215.255,4203.835,4214.555,2103.8949
2025-08-19 04:35:00+00:00,4215.255,4219.955,4208.125,4219.085,3073.8397
2025-08-19 04:40:00+00:00,4219.735,4232.795,4217.235,4231.635,3437.1372
2025-08-19 04:45:00+00:00,4231.635,4231.635,4222.835,4223.945,1427.3913
2025-08-19 04:50:00+00:00,4223.945,4231.995,4223.925,4228.435,1241.4832
2025-08-19 04:55:00+00:00,4228.425,4234.815,4224.555,4234.775,1651.1264
2025-08-19 05:00:00+00:00,4234.775,4241.875,4228.405,4234.935,1549.8047
2025-08-19 05:05:00+00:00,4235.145,4241.425,4226.645,4226.645,910.1805
2025-08-19 05:10:00+00:00,4226.645,4227.415,4219.405,4222.335,2120.6153
2025-08-19 05:15:00+00:00,4221.675,4232.475,4221.525,4231.185,1302.9647
2025-08-19 05:20:00+00:00,4231.185,4237.975,4227.525,4236.465,1379.1522
2025-08-19 05:25:00+00:00,4236.465,4245.555,4236.005,4244.725,2162.708
2025-08-19 05:30:00+00:00,4244.725,4245.405,4237.315,4238.455,1101.455
2025-08-19 05:35:00+00:00,4238.455,4244.615,4235.515,4244.215,1055.7664
2025-08-19 05:40:00+00:00,4244.115,4250.405,4243.035,4244.115,1670.6992
2025-08-19 05:45:00+00:00,4243.955,4245.235,4235.905,4240.005,1593.59
2025-08-19 05:50:00+00:00,4240.005,4242.135,4231.005,4234.555,950.8893
2025-08-19 05:55:00+00:00,4234.555,4234.735,4228.205,4230.475,903.7881
2025-08-19 06:00:00+00:00,4230.475,4232.745,4225.655,4225.655,1267.6402
2025-08-19 06:05:00+00:00,4225.235,4236.975,4224.825,4236.975,2162.3077
2025-08-19 06:10:00+00:00,4236.975,4239.375,4233.515,4236.025,1268.6968
2025-08-19 06:15:00+00:00,4236.025,4242.305,4227.835,4241.525,1730.3307
2025-08-19 06:20:00+00:00,4241.525,4243.085,4235.005,4242.925,1566.759
2025-08-19 06:25:00+00:00,4243.775,4247.995,4241.925,4245.395,1337.4962
2025-08-19 06:30:00+00:00,4245.395,4246.165,4239.645,4239.645,977.4047
2025-08-19 06:35:00+00:00,4239.645,4249.995,4239.295,4244.115,2979.9621
2025-08-19 06:40:00+00:00,4244.115,4246.145,4239.855,4240.045,2241.6368
2025-08-19 06:45:00+00:00,4240.045,4245.595,4232.475,4234.255,1332.2804
2025-08-19 06:50:00+00:00,4234.255,4239.975,4233.875,4235.385,750.4827
2025-08-19 06:55:00+00:00,4235.765,4242.005,4235.765,4241.505,870.7258
2025-08-19 07:00:00+00:00,4241.835,4245.465,4231.395,4240.285,1390.9082
2025-08-19 07:05:00+00:00,4240.285,4240.285,4230.215,4231.255,1414.1196
2025-08-19 07:10:00+00:00,4231.255,4234.545,4230.005,4234.545,827.7758
2025-08-19 07:15:00+00:00,4234.545,4234.765,4219.865,4224.745,2503.279
2025-08-19 07:20:00+00:00,4224.745,4226.495,4205.105,4213.645,7759.1477
2025-08-19 07:25:00+00:00,4213.645,4223.845,4213.645,4219.675,1581.132
2025-08-19 07:30:00+00:00,4219.475,4224.215,4215.215,4221.415,2525.8434
2025-08-19 07:35:00+00:00,4221.965,4236.255,4214.065,4229.045,2258.0535
2025-08-19 07:40:00+00:00,4229.095,4233.925,4226.305,4228.615,1222.4345
2025-08-19 07:45:00+00:00,4228.615,4234.115,4224.765,4229.445,2231.716
2025-08-19 07:50:00+00:00,4229.875,4236.225,4228.015,4235.855,1444.8616
2025-08-19 07:55:00+00:00,4235.855,4236.995,4230.585,4234.555,1687.858
2025-08-19 08:00:00+00:00,4234.345,4242.555,4233.465,4235.945,2640.5392
2025-08-19 08:05:00+00:00,4235.945,4235.945,4220.225,4222.235,745.6433
2025-08-19 08:10:00+00:00,4222.235,4238.445,4218.465,4238.445,1450.6083
2025-08-19 08:15:00+00:00,4238.445,4244.205,4234.635,4237.395,1272.4106
2025-08-19 08:20:00+00:00,4237.395,4238.685,4234.635,4237.485,711.021
2025-08-19 08:25:00+00:00,4237.485,4237.825,4232.535,4232.545,445.2931
2025-08-19 08:30:00+00:00,4232.545,4232.545,4222.395,4225.875,762.1672
2025-08-19 08:35:00+00:00,4225.875,4230.145,4223.245,4229.265,586.8762
2025-08-19 08:40:00+00:00,4229.265,4238.245,4229.265,4236.775,932.0887
2025-08-19 08:45:00+00:00,4236.775,4245.265,4235.955,4244.325,2104.939
2025-08-19 08:50:00+00:00,4244.325,4268.625,4244.325,4263.205,4469.6555
2025-08-19 08:55:00+00:00,4263.205,4263.205,4255.895,4255.895,1918.3697
2025-08-19 09:00:00+00:00,4255.895,4260.705,4254.385,4259.045,1269.0543
2025-08-19 09:05:00+00:00,4258.575,4277.455,4258.145,4266.585,3600.4425
2025-08-19 09:10:00+00:00,4266.625,4275.645,4266.425,4266.685,2387.6019
2025-08-19 09:15:00+00:00,4266.675,4266.675,4260.805,4262.435,1444.8935
2025-08-19 09:20:00+00:00,4262.435,4274.275,4262.435,4270.275,1606.8374
2025-08-19 09:25:00+00:00,4269.875,4283.205,4268.685,4279.665,3114.1594
2025-08-19 09:30:00+00:00,4279.795,4305.465,4277.135,4292.585,7856.4864
2025-08-19 09:35:00+00:00,4293.075,4297.565,4289.365,4291.935,1995.4322
2025-08-19 09:40:00+00:00,4291.935,4291.935,4281.595,4282.235,1625.279
2025-08-19 09:45:00+00:00,4282.235,4286.645,4275.945,4276.065,1338.0905
2025-08-19 09:50:00+00:00,4276.065,4281.815,4275.715,4280.935,1333.0075
2025-08-19 09:55:00+00:00,4280.935,4285.495,4278.215,4280.775,992.3265
2025-08-19 10:00:00+00:00,4280.775,4281.745,4275.515,4275.845,900.4535
2025-08-19 10:05:00+00:00,4275.845,4286.055,4275.845,4283.855,1050.4947
2025-08-19 10:10:00+00:00,4283.855,4287.415,4279.375,4281.515,1128.6841
2025-08-19 10:15:00+00:00,4281.515,4288.885,4280.785,4285.185,1402.0624
2025-08-19 10:20:00+00:00,4285.185,4293.505,4285.185,4291.885,966.1135
2025-08-19 10:25:00+00:00,4291.885,4298.985,4290.775,4294.285,937.7059
2025-08-19 10:30:00+00:00,4294.285,4294.285,4283.995,4287.185,801.6398
2025-08-19 10:35:00+00:00,4287.185,4301.045,4285.375,4300.375,1373.6939
2025-08-19 10:40:00+00:00,4300.375,4301.995,4291.955,4292.215,781.0461
2025-08-19 10:45:00+00:00,4292.215,4292.985,4281.415,4286.655,1180.9635
2025-08-19 10:50:00+00:00,4286.655,4287.055,4279.645,4285.515,814.5883
2025-08-19 10:55:00+00:00,4285.515,4287.125,4283.135,4286.005,775.023
2025-08-19 11:00:00+00:00,4286.005,4291.795,4286.005,4291.395,478.2562
2025-08-19 11:05:00+00:00,4291.395,4293.785,4287.955,4291.495,750.6834
2025-08-19 11:10:00+00:00,4291.495,4294.985,4289.575,4294.775,610.8851
2025-08-19 11:15:00+00:00,4294.775,4297.995,4290.805,4295.375,732.7132
2025-08-19 11:20:00+00:00,4295.375,4309.175,4293.855,4304.305,1925.966
2025-08-19 11:25:00+00:00,4304.605,4312.915,4302.685,4305.895,1261.6168
2025-08-19 11:30:00+00:00,4305.895,4316.715,4302.565,4302.565,2342.9514
2025-08-19 11:35:00+00:00,4304.775,4306.765,4300.005,4300.005,1972.9488
2025-08-19 11:40:00+00:00,4300.135,4304.525,4296.385,4297.255,1167.4383
2025-08-19 11:45:00+00:00,4297.255,4308.125,4293.955,4307.015,1401.0238
2025-08-19 11:50:00+00:00,4307.015,4307.565,4302.975,4306.015,556.8121
2025-08-19 11:55:00+00:00,4306.015,4311.425,4304.395,4308.935,826.6953
2025-08-19 12:00:00+00:00,4308.935,4309.355,4301.665,4301.665,647.4389
2025-08-19 12:05:00+00:00,4301.675,4305.275,4299.665,4302.115,988.6236
2025-08-19 12:10:00+00:00,4302.115,4308.705,4301.385,4305.985,1328.7309
2025-08-19 12:15:00+00:00,4305.985,4308.925,4302.135,4302.745,994.2304
2025-08-19 12:20:00+00:00,4302.745,4309.575,4301.105,4308.715,762.6099
2025-08-19 12:25:00+00:00,4308.715,4314.995,4306.845,4307.055,822.3336
2025-08-19 12:30:00+00:00,4307.055,4309.335,4294.455,4294.455,1305.0857
2025-08-19 12:35:00+00:00,4294.455,4305.845,4294.455,4304.615,1216.9544
2025-08-19 12:40:00+00:00,4305.695,4307.415,4300.735,4302.885,820.0191
2025-08-19 12:45:00+00:00,4302.885,4305.045,4286.815,4287.725,2993.7184
2025-08-19 12:50:00+00:00,4287.725,4295.995,4286.915,4294.875,2673.8347
2025-08-19 12:55:00+00:00,4294.875,4306.145,4294.875,4305.685,1200.4396
2025-08-19 13:00:00+00:00,4305.685,4305.715,4298.675,4300.575,957.4091
2025-08-19 13:05:00+00:00,4300.575,4302.455,4294.955,4301.215,1458.8486
2025-08-19 13:10:00+00:00,4301.215,4304.975,4296.685,4296.685,802.346
2025-08-19 13:15:00+00:00,4296.685,4301.995,4296.685,4298.245,722.9532
2025-08-19 13:20:00+00:00,4298.245,4307.995,4298.245,4307.705,1338.5548
2025-08-19 13:25:00+00:00,4307.705,4316.545,4307.115,4313.985,2987.7733
2025-08-19 13:30:00+00:00,4313.985,4340.145,4294.275,4305.405,5595.8193
2025-08-19 13:35:00+00:00,4304.965,4313.695,4290.005,4290.005,3334.8264
2025-08-19 13:40:00+00:00,4290.435,4297.935,4276.435,4278.925,4907.8702
2025-08-19 13:45:00+00:00,4278.125,4280.435,4265.645,4268.205,6623.0087
2025-08-19 13:50:00+00:00,4268.205,4311.665,4264.315,4300.385,6423.2911
2025-08-19 13:55:00+00:00,4300.295,4307.265,4289.67,4292.025,5350.6958
2025-08-19 14:00:00+00:00,4292.025,4306.505,4290.215,4303.955,3697.6144
2025-08-19 14:05:00+00:00,4303.945,4303.945,4277.565,4281.305,3340.7706
2025-08-19 14:10:00+00:00,4281.915,4282.185,4270.705,4272.895,2196.2835
2025-08-19 14:15:00+00:00,4272.895,4276.185,4255.135,4260.975,6495.2116
2025-08-19 14:20:00+00:00,4260.975,4265.495,4246.205,4252.325,7247.1522
2025-08-19 14:25:00+00:00,4251.905,4256.855,4207.505,4210.185,8975.8799
2025-08-19 14:30:00+00:00,4211.165,4224.825,4193.605,4219.325,12398.7033
2025-08-19 14:35:00+00:00,4219.325,4220.335,4202.045,4209.335,8672.0024
2025-08-19 14:40:00+00:00,4209.305,4210.205,4184.085,4201.585,12796.4346
2025-08-19 14:45:00+00:00,4201.585,4205.755,4187.395,4200.155,15998.248
2025-08-19 14:50:00+00:00,4200.785,4211.145,4192.355,4204.535,16332.8862
2025-08-19 14:55:00+00:00,4204.495,4205.225,4189.865,4192.385,8043.0709
2025-08-19 15:00:00+00:00,4191.605,4199.095,4181.975,4190.325,5302.0025
2025-08-19 15:05:00+00:00,4190.705,4196.565,4169.525,4194.385,11846.2691
2025-08-19 15:10:00+00:00,4194.105,4196.395,4184.705,4186.375,4470.6805
2025-08-19 15:15:00+00:00,4186.505,4200.005,4176.585,4191.825,14271.7038
2025-08-19 15:20:00+00:00,4191.715,4212.995,4190.105,4209.625,13138.6947
2025-08-19 15:25:00+00:00,4210.105,4227.445,4204.305,4225.845,5211.588
2025-08-19 15:30:00+00:00,4226.255,4232.045,4211.405,4216.275,3349.2609
2025-08-19 15:35:00+00:00,4216.275,4217.935,4204.515,4206.045,1904.1096
2025-08-19 15:40:00+00:00,4206.045,4221.995,4203.595,4216.555,2052.8967
2025-08-19 15:45:00+00:00,4216.705,4217.395,4196.235,4202.695,3767.3004
2025-08-19 15:50:00+00:00,4202.695,4203.435,4193.695,4197.005,3266.6857
2025-08-19 15:55:00+00:00,4198.015,4201.105,4189.535,4191.295,1361.2371
2025-08-19 16:00:00+00:00,4192.145,4202.975,4185.875,4199.045,2718.069
2025-08-19 16:05:00+00:00,4199.045,4203.355,4190.935,4198.985,2545.3259
